id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,ethnicity
CA-2013-0000165,CA,01/01/2013,,San Diego,San Diego County,6073,,,M,33-39,,Other Asian,Asian,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,A
CA-2013-0000166,CA,01/01/2013,,San Diego,San Diego County,6073,,,F,49+,,Other Asian,Asian,Mechanical or Nonmoving Violation (VC),Equipment,FALSE,No Search,,FALSE,CHP 215,FALSE,A
CA-2013-0000167,CA,01/01/2013,,San Diego,San Diego County,6073,,,M,0-14,,White,White,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,W
CA-2013-0000168,CA,01/01/2013,,San Diego,San Diego County,6073,,,M,40-48,,Hispanic,Hispanic,Mechanical or Nonmoving Violation (VC),Equipment,FALSE,No Search,,FALSE,CHP 215,FALSE,H
CA-2013-0000169,CA,01/01/2013,,San Diego,San Diego County,6073,,,F,0-14,,Hispanic,Hispanic,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,H
CA-2013-0000170,CA,01/01/2013,,Mt. Shasta,,,,,M,25-32,,Other Asian,Asian,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,A
CA-2013-0000171,CA,01/01/2013,,Mt. Shasta,,,,,F,40-48,,Hispanic,Hispanic,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,H
CA-2013-0000172,CA,01/01/2013,,Mt. Shasta,,,,,M,25-32,,White,White,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,W
CA-2013-0000173,CA,01/01/2013,,Mt. Shasta,,,,,M,15-25,,White,White,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,Verbal Warning,FALSE,W
CA-2013-0000174,CA,01/01/2013,,Mt. Shasta,,,,,M,40-48,,White,White,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,W
CA-2013-0000175,CA,01/01/2013,,Mt. Shasta,,,,,F,25-32,,Other Asian,Asian,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,A
CA-2013-0000176,CA,01/01/2013,,Mt. Shasta,,,,,M,33-39,,White,White,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,W
CA-2013-0000177,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,40-48,,White,White,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,Verbal Warning,FALSE,W
CA-2013-0000178,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,15-25,,Other Asian,Asian,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,A
CA-2013-0000179,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,49+,,White,White,Mechanical or Nonmoving Violation (VC),Equipment,FALSE,No Search,,FALSE,Verbal Warning,FALSE,W
CA-2013-0000180,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,25-32,,Other Asian,Asian,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,A
CA-2013-0000181,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,25-32,,Hispanic,Hispanic,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,H
CA-2013-0000182,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,33-39,,Hispanic,Hispanic,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,H
CA-2013-0000183,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,49+,,Hispanic,Hispanic,Mechanical or Nonmoving Violation (VC),Equipment,FALSE,No Search,,FALSE,CHP 215,FALSE,H
CA-2013-0000184,CA,01/01/2013,,Capistrano,Orange County,6059,,,F,15-25,,White,White,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,W
CA-2013-0000185,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,25-32,,Other Asian,Asian,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,A
CA-2013-0000186,CA,01/01/2013,,Capistrano,Orange County,6059,,,F,33-39,,Vietnamese,Asian,Mechanical or Nonmoving Violation (VC),Equipment,FALSE,No Search,,FALSE,CHP 215,FALSE,V
CA-2013-0000187,CA,01/01/2013,,Capistrano,Orange County,6059,,,F,49+,,Other,Other,Mechanical or Nonmoving Violation (VC),Equipment,FALSE,No Search,,FALSE,CHP 215,FALSE,O
CA-2013-0000188,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,15-25,,Hispanic,Hispanic,Moving Violation (VC),Moving violation,FALSE,No Search,,FALSE,CHP 215,FALSE,H
CA-2013-0000189,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,49+,,Hispanic,Hispanic,Traffic Collision,Other,FALSE,No Search,,FALSE,Traffic Collision,FALSE,H
CA-2013-0000190,CA,01/01/2013,,Capistrano,Orange County,6059,,,M,40-48,,Hispanic,Hispanic,Motorist/Public Service,Other,FALSE,No Search,,FALSE,Motorist/Public Service,FALSE,H
CA-2013-0000191,CA,01/01/2013,,San Jose,Santa Clara County,6085,,,M,40-48,,Other Asian,Asian,Traffic Collision,Other,FALSE,No Search,,FALSE,Traffic Collision,FALSE,A
CA-2013-0000192,CA,01/01/2013,,San Jose,Santa Clara County,6085,,,M,25-32,,Hispanic,Hispanic,Motorist/Public Service,Other,FALSE,No Search,,FALSE,Motorist/Public Service,FALSE,H
CA-2013-0000193,CA,01/01/2013,,Fresno,Fresno County,6019,,,M,33-39,,White,White,Inspection/Scale Facility,Other,FALSE,No Search,,FALSE,Verbal Warning,FALSE,W
CA-2013-0000194,CA,01/01/2013,,Fresno,Fresno County,6019,,,M,40-48,,White,White,Inspection/Scale Facility,Other,FALSE,No Search,,FALSE,CHP 215,FALSE,W
CA-2013-0000195,CA,01/01/2013,,Fresno,Fresno County,6019,,,M,33-39,,White,White,Inspection/Scale Facility,Other,FALSE,No Search,,FALSE,CHP 215,FALSE,W
CA-2013-0000196,CA,01/01/2013,,San Bernadino,San Bernardino County,6071,,,M,49+,,White,White,Inspection/Scale Facility,Other,FALSE,No Search,,FALSE,Verbal Warning,FALSE,W
CA-2013-0000197,CA,01/01/2013,,San Bernadino,San Bernardino County,6071,,,M,49+,,White,White,Inspection/Scale Facility,Other,FALSE,No Search,,FALSE,CVSA Sticker,FALSE,W
CA-2013-0000198,CA,01/01/2013,,San Bernadino,San Bernardino County,6071,,,M,40-48,,Hispanic,Hispanic,Inspection/Scale Facility,Other,FALSE,No Search,,FALSE,CVSA Sticker,FALSE,H
